On-Time Staus of Flight,DESTMARK,DESTGEO,TERM,STRATA,ATYPE,AIRLINE,DEST,GATE,INTDATE,Q1,Q1A,Q1MIL,DEPTIME,PASSTIME,PASSMIN,Q2_1,Q3_1,Q4A,Q4B,Q4C,Q5,Q6,Q7,SAQ,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8G,Q8H,Q8I,Q8J,Q8K,Q8L,Q8M,Q8N,Q10A,Q10B,Q10C,Q10D,Q10E,Q10F,Q11,Q12,Q13,Q13A1,Q13A2,Q13A3,Q14,Q15A,Q15B,Q16,Q17,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19,Q20,Q21,MAIL,LANG
4,4,1,1,1,1,25,LAS VEGAS,21,14,72000,1,7:20,9:05,1:45,105,2,8,1,1,2,2,2,1,2,3,4,4,4,4,4,5,5,6,6,6,6,6,4,3,6,6,6,6,2,4,2,,,,,5,5,5,2,3,NV,89131,US,10,3,2,0,1,1
4,4,1,1,1,1,25,LAS VEGAS,21,14,74500,1,7:45,9:05,1:20,80,1,4,1,2,2,2,2,4,2,3,3,3,4,4,5,4,4,4,4,4,3,6,3,4,4,4,6,3,2,4,2,,,,,5,5,0,2,1,CA,94123,US,1,3,1,4,1,1
4,4,1,1,1,1,25,LAS VEGAS,21,14,71500,1,7:15,9:05,1:50,110,2,2,1,1,1,0,2,3,2,5,2,0,5,5,5,0,0,4,0,5,0,0,5,5,3,4,0,4,4,5,2,,,,,6,5,0,2,1,CA,94402,US,2,7,1,4,1,1
4,4,1,1,1,1,25,LAS VEGAS,21,14,60000,1,6:00,9:05,3:05,185,1,4,2,2,2,2,2,4,2,6,3,3,3,4,4,3,3,5,5,6,5,4,4,4,4,6,2,3,3,4,2,,,,,6,4,1,1,1,CA,94402,US,2,5,1,4,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,81500,1,8:15,11:05,2:50,170,2,2,2,2,1,2,2,3,1,6,4,6,5,5,5,5,5,5,5,6,6,6,3,5,6,6,6,5,5,5,1,0,,,,6,5,5,2,3,MA,,US,12,2,2,3,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,83000,1,8:30,11:05,2:35,155,3,9,2,2,1,2,2,3,1,4,4,4,5,5,5,6,5,4,6,5,6,5,5,5,6,5,5,5,5,5,2,,,,,5,5,5,2,3,NJ,8002,US,12,7,2,0,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,91500,1,9:15,11:05,1:50,110,3,2,2,2,1,2,2,3,1,4,3,4,4,4,4,6,6,4,6,6,6,6,4,5,6,6,6,6,5,5,2,,,,,5,5,5,2,3,PA,19301,US,12,7,2,2,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,93000,1,9:30,11:05,1:35,95,2,4,1,2,2,2,2,1,1,3,6,6,5,6,5,5,5,6,6,6,6,6,5,5,6,6,6,6,4,5,2,,,,,5,5,5,2,3,NY,14174,US,12,6,2,4,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,83000,1,8:30,11:05,2:35,155,3,6,1,2,1,2,2,1,1,4,6,5,4,5,5,5,5,5,6,5,6,3,5,5,6,5,5,6,5,5,2,,,,,5,4,5,2,3,PA,17110,US,12,6,1,0,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,83000,1,8:30,11:05,2:35,155,2,9,1,2,1,2,2,1,1,6,5,6,5,5,5,6,6,6,6,5,6,0,4,5,6,5,5,6,5,5,2,,,,,6,5,5,2,3,PA,19350,US,12,7,1,3,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,83000,1,8:30,11:05,2:35,155,3,2,1,2,2,2,2,3,1,5,5,6,5,5,5,5,5,6,6,6,6,6,4,5,6,6,6,4,5,4,2,,,,,34,5,5,2,2,CA,95334,US,10,7,1,1,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,80000,1,8:00,11:05,3:05,185,2,4,2,1,1,2,2,2,1,3,3,5,5,4,5,6,6,6,6,6,6,6,4,5,6,6,6,5,6,5,2,,,,,5,5,5,2,3,AZ,85260,US,10,5,2,2,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,90000,1,9:00,11:05,2:05,125,1,1,2,2,1,2,2,4,1,3,4,3,4,3,4,3,4,4,5,5,5,4,4,4,4,4,5,4,5,5,2,,,,,6,5,4,2,1,CA,94044,US,2,5,1,0,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,80000,1,8:00,11:05,3:05,185,1,4,1,2,2,2,2,6,2,5,4,3,3,4,4,6,6,3,6,4,6,6,4,4,6,4,6,4,4,4,1,4,,,,5,4,5,2,1,CA,94133,US,1,4,1,4,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,90000,1,9:00,11:05,2:05,125,1,7,1,2,1,2,2,3,2,4,3,4,3,4,4,6,6,6,6,4,6,6,4,3,6,4,6,4,2,5,2,,,,,5,3,2,1,3,PA,17603,US,12,3,1,4,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,83000,1,8:30,11:05,2:35,155,1,1,2,1,1,2,2,3,2,3,4,4,4,4,4,4,4,5,4,4,5,3,4,5,3,3,3,4,5,4,2,,,,,2,5,5,2,1,CA,,US,5,4,2,2,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,83000,1,8:30,11:05,2:35,155,3,6,1,1,1,2,2,1,2,6,4,3,4,4,4,4,4,4,4,4,6,4,4,4,6,4,4,4,4,5,2,,,,,5,4,4,2,3,PA,17110,US,12,6,2,4,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,93000,1,9:30,11:05,1:35,95,2,9,1,0,1,0,0,1,2,4,4,4,4,4,4,4,4,0,0,0,0,0,0,5,5,5,5,5,5,4,2,,,,,12,4,4,2,3,NJ,8009,US,12,5,1,2,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,75000,1,7:50,11:05,3:15,195,1,2,0,0,1,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,4,4,4,4,4,5,2,,,,,1,5,4,2,1,CA,94707,US,3,6,1,4,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,60000,1,6:00,11:05,5:05,305,2,1,1,2,1,1,2,1,2,4,4,4,4,4,4,4,4,6,6,6,6,6,4,4,6,4,4,5,4,3,1,3,,,,5,3,3,2,3,NJ,7882,US,12,3,1,1,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,90000,1,9:00,11:05,2:05,125,8,9,1,2,1,1,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,,,,5,4,4,2,3,NJ,8009,US,12,2,1,0,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,95000,1,9:50,11:05,1:15,75,1,1,2,2,2,2,2,4,2,3,3,3,2,3,4,6,6,4,4,6,6,6,4,4,3,6,6,4,3,4,2,,,,,7,3,2,2,1,CA,95037,US,4,5,1,3,1,1
1,3,2,1,2,1,29,PHILADELPHIA,28,14,,1,N,11:05,N,,3,2,2,2,2,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,,,,6,5,5,1,1,CA,,US,90,7,2,5,1,3
1,1,4,4,1,1,28,CABO SAN LUC,91,14,70000,1,7:00,9:35,2:35,155,2,1,1,2,1,2,2,3,1,4,4,4,3,3,4,4,6,4,4,6,4,6,4,5,6,6,6,4,4,5,2,,,,,15,5,5,2,2,CA,95355,US,10,6,1,4,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,80000,1,8:00,9:35,1:35,95,2,2,1,2,2,2,2,2,1,3,6,6,4,3,3,3,3,4,6,6,6,6,4,5,6,6,6,6,4,4,2,,,,,3,5,5,2,1,CA,94920,US,6,3,2,2,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,73000,1,7:30,9:35,2:05,125,2,2,2,2,1,1,2,3,1,3,5,4,4,4,4,4,4,6,6,6,6,6,4,4,6,6,6,5,4,5,2,,,,,12,5,4,2,3,NV,87131,US,10,4,2,4,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,73000,1,7:30,9:35,2:05,125,2,2,1,2,2,2,2,3,1,4,6,6,4,3,3,4,4,4,6,6,6,6,4,5,6,6,6,6,4,4,2,,,,,5,5,4,2,1,CA,94102,US,1,3,1,3,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,64500,1,6:45,9:35,2:50,170,2,2,1,2,2,1,2,1,2,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,6,6,5,5,5,2,,,,,1,5,5,2,1,CA,94544,US,3,3,2,1,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,64000,1,6:45,9:35,2:50,170,2,2,1,2,2,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,3,3,6,3,3,5,2,,,,,1,5,5,2,1,CA,94544,US,3,6,2,1,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,63000,1,6:30,9:35,3:05,185,2,1,1,2,1,2,2,3,2,4,3,3,2,4,3,6,6,3,3,6,3,6,3,5,5,6,6,5,4,5,2,,,,,6,3,1,2,1,CA,95033,US,4,6,1,0,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,70000,1,7:00,9:35,2:35,155,2,1,1,2,1,1,2,3,2,4,4,3,4,4,4,4,4,4,4,6,3,6,4,3,6,6,6,3,3,3,2,,,,,15,5,5,2,2,CA,95355,US,10,6,2,4,2,2
1,1,4,4,1,1,28,CABO SAN LUC,91,14,73000,1,7:30,9:35,2:05,125,2,11,0,1,1,2,2,3,2,4,4,4,3,3,3,3,3,4,3,4,6,6,4,4,6,4,3,3,4,5,2,,,,,12,4,3,2,3,NV,89131,US,10,5,1,4,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,80000,1,8:00,9:35,1:35,95,2,1,1,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,6,6,6,3,5,6,6,6,4,4,4,2,,,,,6,5,3,2,1,CA,94002,US,2,3,1,2,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,74500,1,7:45,9:35,1:50,110,2,1,1,2,2,2,2,1,2,3,3,3,4,5,4,3,3,4,4,6,6,6,4,4,6,6,6,4,4,5,2,,,,,6,4,3,1,1,CA,94015,US,2,2,2,1,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,80000,1,8:00,9:35,1:35,95,2,3,2,2,2,2,2,1,2,5,5,5,5,5,5,5,5,6,6,6,6,6,0,5,6,6,6,6,5,5,2,,,,,11,4,5,1,4,BC,,CANADA,13,3,1,1,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,70500,1,7:05,9:35,2:30,150,2,11,0,0,1,2,2,2,2,4,3,3,3,4,3,6,6,6,6,6,6,6,3,5,6,6,6,6,5,4,2,,,,,18,3,6,2,2,CA,,US,10,5,2,0,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,70000,1,7:00,9:35,2:35,155,2,4,1,2,1,1,2,1,2,4,3,3,4,4,4,4,4,4,6,6,6,6,4,4,6,6,6,4,4,4,2,,,,,5,4,4,2,3,SC,29615,US,12,4,1,3,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,70000,1,7:00,9:35,2:35,155,2,4,1,2,1,1,2,1,2,3,3,2,2,4,4,6,3,6,6,6,6,6,3,5,6,6,6,5,4,5,2,,,,,5,3,5,2,3,SC,29612,US,12,4,2,3,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,70000,1,7:00,9:35,2:35,155,2,1,1,2,2,2,0,3,2,6,3,3,2,4,4,6,6,4,4,3,4,6,4,5,5,5,4,4,4,4,2,,,,,15,4,4,2,2,CA,95355,US,10,7,1,4,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,71500,1,7:15,9:35,2:20,140,2,2,1,2,1,2,2,3,2,3,3,3,3,3,4,6,6,4,4,6,4,6,4,4,4,6,6,3,3,4,2,,,,,6,5,5,2,1,CA,94118,US,1,3,2,4,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,71500,1,7:15,9:35,2:20,140,2,2,1,0,1,2,0,0,2,3,3,3,2,3,3,3,3,3,3,6,6,2,3,4,3,6,3,3,4,5,1,3,,,,6,3,3,2,1,CA,94044,US,2,6,0,3,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,63000,1,6:30,9:35,3:05,185,2,6,1,2,1,2,2,1,2,3,3,6,5,5,5,5,5,4,6,6,6,6,5,5,6,6,6,5,6,5,1,4,,,,1,5,5,2,1,CA,94578,US,3,5,2,3,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,63000,1,6:30,9:35,3:05,185,2,6,1,2,1,2,2,1,2,4,4,4,5,0,5,4,5,4,6,6,6,6,4,5,6,6,6,5,5,5,2,,,,,1,5,5,2,1,CA,94578,US,3,5,1,2,1,1
1,1,4,4,1,1,28,CABO SAN LUC,91,14,63000,1,6:30,9:35,3:05,185,2,1,1,1,1,2,2,6,2,4,3,4,4,4,4,4,4,5,5,6,4,6,4,4,3,6,6,4,4,5,2,,,,,3,4,4,1,1,CA,94920,US,6,6,1,4,1,1
1,3,2,3,2,1,11,NEWARK,88,14,,3,N,11:05,N,,4,3,1,2,1,1,2,0,1,4,5,4,4,5,4,6,6,5,6,5,6,6,5,5,6,4,6,4,4,5,2,,,,,11,5,6,2,4,CA,95762,US,10,2,2,1,1,1
1,3,2,3,2,1,11,NEWARK,88,14,83000,1,8:30,11:05,2:35,155,2,4,1,1,1,2,2,2,1,6,4,4,4,4,4,4,4,6,6,6,6,6,4,4,6,6,6,4,4,5,2,,,,,5,4,4,2,3,,,UK,15,6,2,0,1,1
1,3,2,3,2,1,11,NEWARK,88,14,80000,1,8:00,11:05,3:05,185,2,9,1,2,1,2,2,1,1,3,3,4,4,3,4,6,6,4,6,4,6,4,4,4,6,4,3,4,4,4,2,,,,,3,5,4,0,3,NJ,8858,US,12,5,1,2,1,1
1,3,2,3,2,1,11,NEWARK,88,14,82000,1,8:20,11:05,2:45,165,3,3,1,2,1,1,2,3,2,5,5,4,5,5,5,4,4,5,4,5,6,6,5,5,5,4,6,5,4,4,3,,,,,11,5,6,2,4,CA,95762,US,10,2,2,1,1,1
1,3,2,3,2,1,11,NEWARK,88,14,93000,1,9:30,11:05,1:35,95,2,3,2,2,2,2,2,1,2,6,6,6,4,4,4,6,6,6,6,6,6,6,4,4,6,6,6,6,4,3,3,,,,,11,3,3,2,4,,,INDIA,16,5,1,2,1,1
1,3,2,3,2,1,11,NEWARK,88,14,80000,1,8:00,11:05,3:05,185,2,9,1,2,1,2,2,1,2,4,3,3,3,4,4,6,6,3,6,4,6,4,4,3,6,4,4,4,3,4,2,,,,,3,4,4,2,3,NJ,8858,US,12,5,2,2,1,1
1,3,2,3,2,1,11,NEWARK,88,14,91000,1,9:10,11:05,1:55,115,3,2,2,2,1,2,2,1,2,4,3,4,3,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,5,2,,,,,7,5,5,2,3,NJ,7040,US,12,2,2,4,1,1
1,3,2,3,2,1,11,NEWARK,88,14,80000,1,8:00,11:05,3:05,185,2,7,2,1,0,2,2,3,2,5,6,3,3,3,3,6,6,6,6,4,6,6,3,5,6,5,6,6,4,4,2,,,,,5,4,3,2,1,CA,95135,US,4,3,2,1,1,1
1,3,2,3,2,1,11,NEWARK,88,14,85500,1,8:55,11:05,2:10,130,3,3,2,2,1,2,2,1,2,5,4,4,4,4,4,6,4,6,6,6,6,6,4,4,6,6,6,4,4,5,2,,,,,11,5,6,2,4,ID,83530,US,10,7,2,1,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,100000,1,10:00,12:10,2:10,130,2,7,1,1,2,2,2,2,1,4,5,5,4,4,4,6,6,4,6,5,6,6,4,2,6,4,6,4,4,5,2,,,,,5,5,5,2,3,FL,33414,US,12,6,1,4,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,100000,1,10:00,12:10,2:10,130,2,2,1,2,2,2,2,1,1,5,6,6,4,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,5,2,,,,,5,5,5,2,1,CA,94123,US,1,7,2,1,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,80000,1,8:00,12:10,4:10,250,1,3,2,2,2,2,2,3,1,4,3,6,3,3,0,6,6,6,6,6,6,6,3,2,6,6,6,6,4,5,2,,,,,11,5,4,2,4,TX,,US,11,4,1,4,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,93000,1,9:30,12:10,2:40,160,8,3,2,2,1,2,2,1,1,3,4,5,5,5,5,5,5,6,6,4,6,6,4,3,6,4,6,6,4,4,2,,,,,11,4,6,2,4,VA,,US,12,4,1,3,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,80000,1,8:00,12:10,4:10,250,1,3,2,2,2,2,2,2,2,3,3,2,3,4,4,6,6,6,6,6,6,6,4,3,6,6,6,6,3,5,2,,,,,11,3,4,2,4,TX,77077,US,11,4,1,4,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,110000,1,11:00,12:10,1:10,70,3,3,2,2,1,2,2,2,2,4,4,4,4,4,4,4,4,6,6,6,6,6,4,4,6,6,6,4,4,5,2,,,,,11,5,6,2,4,FL,34952,US,12,3,2,3,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,103000,1,10:30,12:10,1:40,100,2,2,1,2,1,2,2,2,2,5,5,5,5,5,5,6,6,6,6,6,6,6,5,3,6,6,6,3,3,5,2,,,,,6,5,5,2,3,TN,37919,US,11,6,1,2,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,100000,1,10:00,12:10,2:10,130,2,5,0,1,0,1,2,1,2,4,4,2,4,4,4,6,6,2,6,3,6,3,4,5,6,5,4,6,4,4,2,,,,,5,4,2,1,3,FL,33618,US,12,3,2,2,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,103000,1,10:30,12:10,1:40,100,1,3,0,1,0,1,2,1,2,3,6,4,5,5,5,6,4,6,6,6,6,6,4,3,6,6,6,6,3,5,2,,,,,11,5,6,2,4,OR,97415,US,10,4,1,2,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,82000,1,8:20,12:10,3:50,230,1,3,1,1,1,2,2,3,2,3,4,3,3,4,3,3,3,3,3,4,4,3,3,3,3,4,3,4,2,5,2,,,,,11,1,3,1,4,NUEVA LEON,,MEXICO,13,3,2,2,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,102000,1,10:20,12:10,1:50,110,2,8,2,2,2,2,2,1,2,3,4,3,5,3,4,6,6,6,6,6,6,6,4,3,6,6,6,6,6,5,2,,,,,5,5,5,2,3,TX,77007,US,11,4,1,3,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,100000,1,10:00,12:10,2:10,130,1,2,0,1,1,2,2,1,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,2,,,,,1,4,4,2,1,CA,94550,US,3,3,2,2,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,110000,1,11:00,12:10,1:10,70,2,5,2,2,1,2,2,3,2,0,0,0,4,4,4,0,0,0,0,5,0,0,2,3,0,0,0,0,3,4,0,,,,,5,5,1,1,3,TX,,US,11,6,2,0,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,,3,N,12:10,N,,3,2,1,2,2,1,2,1,2,5,3,4,5,5,5,6,4,5,5,5,6,6,5,4,5,5,6,4,4,4,2,,,,,9,5,5,2,2,CA,95465,US,10,2,2,1,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,93000,1,9:30,12:10,2:40,160,2,3,2,2,1,2,2,1,2,4,5,5,5,5,5,5,5,3,6,4,6,3,4,3,6,4,4,4,3,4,2,,,,,11,3,6,2,4,VA,,US,12,4,2,3,1,1
1,4,3,3,2,1,11,HOUSTON,90,14,100000,1,10:00,12:10,2:10,130,2,7,1,1,2,2,2,2,2,4,5,5,4,4,4,6,6,4,6,5,6,6,4,3,6,5,6,4,5,4,2,,,,,5,5,5,2,3,FL,33414,US,12,6,2,4,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,110000,1,11:00,13:48,2:48,168,1,5,1,1,1,2,2,1,1,3,4,3,4,4,4,3,3,6,6,6,6,6,4,5,6,6,6,4,3,4,2,,,,,12,5,4,2,3,,,GERMANY,15,3,1,1,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,103000,1,10:30,13:48,3:18,198,2,2,1,2,2,2,2,3,1,4,4,3,4,3,3,6,6,4,6,4,6,6,4,4,6,4,6,4,4,4,2,,,,,5,5,5,2,1,CA,94115,US,1,3,2,1,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,110000,1,11:00,13:48,2:48,168,3,6,1,1,1,2,2,3,1,4,4,4,3,4,4,6,6,4,6,4,6,6,4,4,6,4,6,5,5,4,2,,,,,5,5,5,2,1,CA,94122,US,1,3,1,2,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,120000,2,12:00,13:48,1:48,108,1,2,1,2,2,2,2,3,1,4,4,4,4,4,4,6,6,5,4,4,6,6,4,4,6,5,6,4,4,4,2,,,,,4,5,5,2,1,CA,94559,US,9,6,2,4,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,104500,1,10:45,13:48,3:03,183,2,2,1,1,2,2,2,3,2,6,3,4,3,4,4,3,0,5,3,6,6,6,4,5,6,6,6,4,4,5,2,,,,,5,4,4,2,1,CA,94115,US,1,2,2,1,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,110000,1,11:00,13:48,2:48,168,3,7,1,1,1,2,2,3,2,4,4,5,5,5,4,6,6,4,6,6,6,6,4,4,6,6,6,4,4,4,2,,,,,5,5,3,1,1,CA,94122,US,1,3,2,2,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,113000,1,11:30,13:48,2:18,138,1,4,2,1,1,1,1,4,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,2,,,,,6,4,1,2,1,CA,94067,US,2,5,1,4,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,113000,1,11:30,13:48,2:18,138,1,1,1,2,2,2,2,4,2,3,4,4,2,3,3,2,2,3,3,1,3,6,3,4,4,6,6,4,4,4,2,,,,,4,3,2,2,1,CA,94559,US,9,6,1,4,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,,3,N,13:48,N,,2,4,1,1,1,2,2,1,2,4,4,3,4,4,0,4,3,3,6,3,4,4,4,4,6,6,6,6,4,4,2,,,,,5,5,4,2,3,,,GERMANY,15,5,1,4,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,90000,1,9:00,13:48,4:48,288,2,3,3,1,1,2,2,1,2,4,4,4,4,4,5,6,6,6,6,6,6,6,4,4,6,6,6,3,3,4,2,,,,,11,4,6,2,4,AZ,35395,US,10,7,2,5,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,103000,1,10:30,13:48,3:18,198,2,4,2,2,1,1,2,1,2,5,3,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,2,,,,,5,5,5,2,1,CA,94108,US,1,4,2,3,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,100000,1,10:00,13:48,3:48,228,2,1,2,2,1,2,2,3,2,4,3,3,4,3,3,3,3,2,2,1,3,6,3,4,6,6,6,4,3,4,2,,,,,23,4,3,2,2,CA,95616,US,10,7,1,4,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,103000,1,10:30,13:48,3:18,198,2,3,2,2,2,2,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,,,,11,5,5,2,4,CA,90277,US,10,4,2,4,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,65000,1,6:50,13:48,6:58,418,3,3,2,1,2,1,2,1,2,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,5,6,6,6,4,4,1,4,,,,11,5,3,2,4,,,,99,0,0,0,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,72000,1,7:20,13:48,6:28,388,1,3,1,1,1,1,2,1,2,2,3,3,3,4,3,0,3,6,6,6,6,6,3,4,6,6,6,6,4,5,1,3,11,,,11,4,4,2,4,,,INDIA,16,4,1,2,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,114000,1,11:40,13:48,2:08,128,1,3,2,2,1,1,2,3,2,4,3,3,4,4,3,3,3,6,3,4,3,2,4,5,6,6,6,3,4,4,2,,,,,11,5,4,2,4,OR,97401,US,10,5,1,4,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,100000,1,10:00,13:48,3:48,228,2,9,1,1,1,1,2,1,2,3,3,6,4,4,4,4,4,5,4,5,6,4,0,4,6,4,4,4,3,5,2,,,,,5,5,5,2,3,,,GERMANY,15,3,2,0,1,1
1,4,6,4,2,1,28,FRANKFURT,93,14,90000,1,9:00,13:48,4:48,288,2,3,0,1,0,2,2,1,2,4,4,4,0,4,4,4,4,6,6,6,6,6,4,4,6,6,6,4,3,4,2,,,,,11,4,6,2,4,CA,90274,US,10,7,1,2,1,1
1,1,6,4,2,1,28,FRANKFURT,93,14,110000,1,11:00,13:48,2:48,168,1,2,1,2,2,2,2,1,2,4,4,4,4,4,4,4,4,5,5,6,6,6,4,4,6,6,6,4,4,5,2,,,,,7,5,5,2,1,CA,95124,US,4,5,1,4,1,1
1,2,1,3,3,1,28,HONOLULU,84,14,33000,2,15:30,19:09,3:39,219,2,3,2,1,1,1,2,1,1,5,4,4,5,4,5,6,6,5,4,6,6,6,4,4,6,6,6,4,3,5,2,,,,,11,4,6,2,4,CA,95928,US,10,3,2,1,1,1
1,2,1,3,3,1,28,HONOLULU,84,14,40000,2,14:00,19:09,5:09,309,5,8,1,1,1,1,1,3,1,5,5,5,5,5,5,6,6,6,6,6,6,5,5,4,6,6,6,4,4,5,2,,,,,20,5,5,2,3,HI,96813,US,10,5,1,3,1,1
1,2,1,3,3,1,28,HONOLULU,84,14,53500,2,17:35,19:09,1:34,94,3,3,2,2,2,2,2,1,1,5,6,6,4,4,3,6,6,6,6,6,6,6,4,4,6,6,6,6,3,5,2,,,,,11,5,6,2,4,PA,19124,US,12,7,1,1,1,1
1,2,1,3,3,1,28,HONOLULU,84,14,32000,2,15:20,19:09,3:49,229,8,3,2,1,2,1,1,1,1,6,4,4,4,4,5,3,6,6,6,6,6,6,4,4,6,6,6,6,5,4,2,,,,,11,4,6,2,4,HI,,US,10,7,2,2,1,1
1,2,1,3,3,1,28,HONOLULU,84,14,54000,2,17:40,19:09,1:29,89,1,3,2,1,2,2,2,2,1,5,3,6,4,4,4,4,4,3,6,3,6,3,4,4,6,3,3,6,3,5,2,,,,,11,4,6,2,4,VA,22202,US,12,5,2,0,1,1
1,2,1,3,3,1,28,HONOLULU,84,14,53000,2,17:30,19:09,1:39,99,3,3,2,2,1,2,2,1,1,6,4,6,6,6,5,6,6,6,6,6,6,6,5,5,6,6,6,4,6,5,2,,,,,11,5,6,2,4,CT,6770,US,12,5,2,1,1,1
1,2,1,3,3,1,28,HONOLULU,84,14,41500,2,16:15,19:09,2:54,174,3,2,2,2,2,1,2,1,1,4,6,6,5,4,4,6,6,6,6,6,6,6,4,4,6,6,6,6,4,4,2,,,,,8,5,4,2,3,HI,96825,US,10,7,2,1,1,1
1,2,1,3,3,1,28,HONOLULU,84,14,53000,2,17:30,19:09,1:39,99,3,3,0,0,1,2,1,2,2,4,4,4,4,4,3,0,0,0,0,5,0,0,0,4,0,4,0,3,3,4,2,,,,,11,5,5,2,4,HI,,US,10,5,1,2,1,1
