Month/Year,PERMIT_TYPE,REVENUE_TRIP_COUNT,AIRPORT_REVENUE
04/01/2009 12:00:00 AM,Hotel Parking Shuttle,5025,14823.75
04/01/2009 12:00:00 AM,Limousine,36001,124203.45
04/01/2009 12:00:00 AM,NonConsolidated Hotel,207,1831.95
04/01/2009 12:00:00 AM,Scheduled,4754,12598.10
04/01/2009 12:00:00 AM,Taxi,148635,0.00
05/01/2009 12:00:00 AM,Charter,7750,25575.00
05/01/2009 12:00:00 AM,Commercial Other,39,103.35
05/01/2009 12:00:00 AM,Compliant Parking,27998,78394.40
05/01/2009 12:00:00 AM,Consolidated Hotel,17157,50613.15
05/01/2009 12:00:00 AM,Courtesy Shuttle,21613,0.00
05/01/2009 12:00:00 AM,Crew Shuttle,7374,0.00
05/01/2009 12:00:00 AM,Door to Door On Demand,10347,27419.55
05/01/2009 12:00:00 AM,Door to Door Pre-arranged,2856,8425.20
05/01/2009 12:00:00 AM,Door to Door Red-Blue,20046,53121.90
05/01/2009 12:00:00 AM,Hotel Parking Shuttle,5125,15118.75
05/01/2009 12:00:00 AM,Hotel Parking Shuttle,,
05/01/2009 12:00:00 AM,Limousine,37588,129678.60
05/01/2009 12:00:00 AM,Long Distance Charter,5,16.50
05/01/2009 12:00:00 AM,NonConsolidated Hotel,186,1646.10
05/01/2009 12:00:00 AM,Scheduled,4863,12886.95
05/01/2009 12:00:00 AM,Taxi,152066,0.00
06/01/2009 12:00:00 AM,Charter,6265,20674.50
06/01/2009 12:00:00 AM,Commercial Other,49,129.85
06/01/2009 12:00:00 AM,Compliant Parking,26895,75306.00
06/01/2009 12:00:00 AM,Consolidated Hotel,17478,51560.10
06/01/2009 12:00:00 AM,Courtesy Shuttle,20595,0.00
06/01/2009 12:00:00 AM,Crew Shuttle,7096,0.00
06/01/2009 12:00:00 AM,Door to Door On Demand,10256,27178.40
06/01/2009 12:00:00 AM,Door to Door Pre-arranged,3149,9289.55
06/01/2009 12:00:00 AM,Door to Door Red-Blue,20007,53018.55
06/01/2009 12:00:00 AM,Hotel Parking Shuttle,4940,14573.00
06/01/2009 12:00:00 AM,Limousine,38607,133194.15
06/01/2009 12:00:00 AM,Long Distance Charter,0,0.00
06/01/2009 12:00:00 AM,NonConsolidated Hotel,209,1849.65
06/01/2009 12:00:00 AM,Scheduled,4779,12664.35
06/01/2009 12:00:00 AM,Taxi,151895,0.00
07/01/2009 12:00:00 AM,Charter,7047,23255.10
07/01/2009 12:00:00 AM,Commercial Other,72,198.00
07/01/2009 12:00:00 AM,Compliant Parking,26767,77624.30
07/01/2009 12:00:00 AM,Consolidated Hotel,18292,55790.60
07/01/2009 12:00:00 AM,Courtesy Shuttle,23062,0.00
07/01/2009 12:00:00 AM,Crew Shuttle,7448,0.00
07/01/2009 12:00:00 AM,Door to Door On Demand,10753,29570.75
07/01/2009 12:00:00 AM,Door to Door Pre-arranged,3349,10214.45
07/01/2009 12:00:00 AM,Door to Door Red-Blue,20868,57387.00
07/01/2009 12:00:00 AM,Hotel Parking Shuttle,5203,15869.15
07/01/2009 12:00:00 AM,Limousine,38856,137938.80
07/01/2009 12:00:00 AM,Long Distance Charter,8,26.40
07/01/2009 12:00:00 AM,NonConsolidated Hotel,184,1683.60
07/01/2009 12:00:00 AM,Scheduled,4904,12995.60
07/01/2009 12:00:00 AM,Taxi,156735,0.00
08/01/2009 12:00:00 AM,Charter,7289,24053.70
08/01/2009 12:00:00 AM,Commercial Other,71,195.25
08/01/2009 12:00:00 AM,Compliant Parking,26921,78070.90
08/01/2009 12:00:00 AM,Consolidated Hotel,18411,56153.55
08/01/2009 12:00:00 AM,Courtesy Shuttle,22818,0.00
08/01/2009 12:00:00 AM,Crew Shuttle,7856,0.00
08/01/2009 12:00:00 AM,Door to Door On Demand,10892,29953.00
08/01/2009 12:00:00 AM,Door to Door Pre-arranged,3326,10144.30
08/01/2009 12:00:00 AM,Door to Door Red-Blue,21372,58773.00
08/01/2009 12:00:00 AM,Hotel Parking Shuttle,,
08/01/2009 12:00:00 AM,Hotel Parking Shuttle,5197,15850.85
08/01/2009 12:00:00 AM,Limousine,38676,137299.80
08/01/2009 12:00:00 AM,Long Distance Charter,7,23.10
08/01/2009 12:00:00 AM,NonConsolidated Hotel,191,1747.65
08/01/2009 12:00:00 AM,Scheduled,4905,12998.25
08/01/2009 12:00:00 AM,Taxi,159539,0.00
09/01/2009 12:00:00 AM,Charter,7877,25994.10
09/01/2009 12:00:00 AM,Commercial Other,34,93.50
09/01/2009 12:00:00 AM,Compliant Parking,25203,73088.70
09/01/2009 12:00:00 AM,Consolidated Hotel,17190,52429.50
09/01/2009 12:00:00 AM,Courtesy Shuttle,22439,0.00
09/01/2009 12:00:00 AM,Crew Shuttle,7285,0.00
09/01/2009 12:00:00 AM,Door to Door On Demand,10404,28611.00
09/01/2009 12:00:00 AM,Door to Door Pre-arranged,2766,8436.30
09/01/2009 12:00:00 AM,Door to Door Red-Blue,19319,53127.25
09/01/2009 12:00:00 AM,Hotel Parking Shuttle,4998,15243.90
09/01/2009 12:00:00 AM,Limousine,41395,146952.25
09/01/2009 12:00:00 AM,Long Distance Charter,3,9.90
09/01/2009 12:00:00 AM,NonConsolidated Hotel,213,1948.95
09/01/2009 12:00:00 AM,Scheduled,4419,11710.35
09/01/2009 12:00:00 AM,Taxi,161061,0.00
10/01/2009 12:00:00 AM,Charter,7778,25667.40
10/01/2009 12:00:00 AM,Commercial Other,64,176.00
10/01/2009 12:00:00 AM,Compliant Parking,25804,74831.60
10/01/2009 12:00:00 AM,Consolidated Hotel,18505,56440.25
10/01/2009 12:00:00 AM,Courtesy Shuttle,23497,0.00
10/01/2009 12:00:00 AM,Crew Shuttle,7640,0.00
10/01/2009 12:00:00 AM,Door to Door On Demand,10601,29152.75
10/01/2009 12:00:00 AM,Door to Door Pre-arranged,2831,8634.55
10/01/2009 12:00:00 AM,Door to Door Red-Blue,19572,53823.00
10/01/2009 12:00:00 AM,Hotel Parking Shuttle,5197,15850.85
10/01/2009 12:00:00 AM,Limousine,48172,171010.60
10/01/2009 12:00:00 AM,Long Distance Charter,4,13.20
10/01/2009 12:00:00 AM,NonConsolidated Hotel,204,1866.60
10/01/2009 12:00:00 AM,Scheduled,4737,12553.05
10/01/2009 12:00:00 AM,Taxi,172962,0.00
11/01/2009 12:00:00 AM,Charter,6019,19862.70
11/01/2009 12:00:00 AM,Commercial Other,14,38.50
11/01/2009 12:00:00 AM,Compliant Parking,25325,73442.50
11/01/2009 12:00:00 AM,Consolidated Hotel,17390,53454.30
11/01/2009 12:00:00 AM,Courtesy Shuttle,22465,0.00
11/01/2009 12:00:00 AM,Crew Shuttle,14968,66.18
11/01/2009 12:00:00 AM,Door to Door On Demand,10090,27747.50
11/01/2009 12:00:00 AM,Door to Door Pre-arranged,2699,8231.95
11/01/2009 12:00:00 AM,Door to Door Red-Blue,17247,47429.25
11/01/2009 12:00:00 AM,Hotel Parking Shuttle,5020,15311.00
11/01/2009 12:00:00 AM,Limousine,42739,151723.45
11/01/2009 12:00:00 AM,Long Distance Charter,1,3.30
11/01/2009 12:00:00 AM,NonConsolidated Hotel,186,1701.90
11/01/2009 12:00:00 AM,Scheduled,4433,11747.45
11/01/2009 12:00:00 AM,Taxi,183557,237.71
12/01/2009 12:00:00 AM,Charter,4981,16437.30
12/01/2009 12:00:00 AM,Commercial Other,1,2.75
12/01/2009 12:00:00 AM,Compliant Parking,26064,75585.60
12/01/2009 12:00:00 AM,Consolidated Hotel,17758,54552.30
12/01/2009 12:00:00 AM,Courtesy Shuttle,23052,0.00
12/01/2009 12:00:00 AM,Crew Shuttle,7844,0.00
12/01/2009 12:00:00 AM,Door to Door On Demand,10167,27959.25
12/01/2009 12:00:00 AM,Door to Door Pre-arranged,2755,8402.75
12/01/2009 12:00:00 AM,Door to Door Red-Blue,17702,48680.50
12/01/2009 12:00:00 AM,Hotel Parking Shuttle,5245,15997.25
12/01/2009 12:00:00 AM,Limousine,36727,130380.85
12/01/2009 12:00:00 AM,Long Distance Charter,1,3.30
12/01/2009 12:00:00 AM,NonConsolidated Hotel,158,1445.70
12/01/2009 12:00:00 AM,Scheduled,4977,13189.05
12/01/2009 12:00:00 AM,Taxi,136056,0.00
01/01/2010 12:00:00 AM,Charter,5715,18859.50
01/01/2010 12:00:00 AM,Commercial Other,8,22.00
01/01/2010 12:00:00 AM,Compliant Parking,25154,72946.60
01/01/2010 12:00:00 AM,Consolidated Hotel,17137,52688.75
01/01/2010 12:00:00 AM,Courtesy Shuttle,23824,0.00
01/01/2010 12:00:00 AM,Crew Shuttle,7840,0.00
01/01/2010 12:00:00 AM,Door to Door On Demand,9846,27076.50
01/01/2010 12:00:00 AM,Door to Door Pre-arranged,2643,8061.15
01/01/2010 12:00:00 AM,Door to Door Red-Blue,16682,45875.50
01/01/2010 12:00:00 AM,Hotel Parking Shuttle,5060,15433.00
01/01/2010 12:00:00 AM,Hotel Parking Shuttle,,
01/01/2010 12:00:00 AM,Limousine,39647,140746.85
01/01/2010 12:00:00 AM,Long Distance Charter,2,6.60
01/01/2010 12:00:00 AM,NonConsolidated Hotel,170,1555.50
01/01/2010 12:00:00 AM,Scheduled,4443,11773.95
01/01/2010 12:00:00 AM,Taxi,153472,0.00
02/01/2010 12:00:00 AM,Charter,5642,18618.60
02/01/2010 12:00:00 AM,Commercial Other,5,13.75
02/01/2010 12:00:00 AM,Compliant Parking,22548,65389.20
02/01/2010 12:00:00 AM,Consolidated Hotel,15891,48467.55
02/01/2010 12:00:00 AM,Courtesy Shuttle,20720,0.00
02/01/2010 12:00:00 AM,Crew Shuttle,6257,0.00
02/01/2010 12:00:00 AM,Door to Door On Demand,8527,23449.25
02/01/2010 12:00:00 AM,Door to Door Pre-arranged,2007,6121.35
02/01/2010 12:00:00 AM,Door to Door Red-Blue,14398,39594.50
02/01/2010 12:00:00 AM,Hotel Parking Shuttle,4647,14173.35
02/01/2010 12:00:00 AM,Hotel Parking Shuttle,,
02/01/2010 12:00:00 AM,Limousine,37841,134335.55
02/01/2010 12:00:00 AM,Long Distance Charter,1,3.30
02/01/2010 12:00:00 AM,NonConsolidated Hotel,130,1189.50
02/01/2010 12:00:00 AM,Scheduled,4372,11585.80
02/01/2010 12:00:00 AM,Taxi,141482,0.00
03/01/2010 12:00:00 AM,Charter,6843,22581.90
03/01/2010 12:00:00 AM,Commercial Other,6,16.50
03/01/2010 12:00:00 AM,Compliant Parking,26686,77389.40
03/01/2010 12:00:00 AM,Consolidated Hotel,17152,52313.60
03/01/2010 12:00:00 AM,Courtesy Shuttle,19143,0.00
03/01/2010 12:00:00 AM,Crew Shuttle,6635,0.00
03/01/2010 12:00:00 AM,Door to Door On Demand,10308,28347.00
03/01/2010 12:00:00 AM,Door to Door Pre-arranged,2520,7686.00
03/01/2010 12:00:00 AM,Door to Door Red-Blue,17604,48411.00
03/01/2010 12:00:00 AM,Hotel Parking Shuttle,5674,17305.70
03/01/2010 12:00:00 AM,Limousine,39438,140004.90
03/01/2010 12:00:00 AM,NonConsolidated Hotel,165,1509.75
03/01/2010 12:00:00 AM,Scheduled,4963,13151.95
03/01/2010 12:00:00 AM,Taxi,155565,0.00
04/01/2010 12:00:00 AM,Charter,8104,26743.20
04/01/2010 12:00:00 AM,Commercial Other,31,85.25
04/01/2010 12:00:00 AM,Compliant Parking,24849,72062.10
04/01/2010 12:00:00 AM,Consolidated Hotel,15824,48263.20
04/01/2010 12:00:00 AM,Courtesy Shuttle,22590,0.00
04/01/2010 12:00:00 AM,Crew Shuttle,7137,0.00
04/01/2010 12:00:00 AM,Door to Door On Demand,9869,27139.75
04/01/2010 12:00:00 AM,Door to Door Pre-arranged,2590,7899.50
04/01/2010 12:00:00 AM,Door to Door Red-Blue,17916,49269.00
04/01/2010 12:00:00 AM,Hotel Parking Shuttle,4897,14935.85
04/01/2010 12:00:00 AM,Limousine,44529,158077.95
04/01/2010 12:00:00 AM,Long Distance Charter,2,6.60
04/01/2010 12:00:00 AM,NonConsolidated Hotel,196,1793.40
04/01/2010 12:00:00 AM,Scheduled,4697,12447.05
04/01/2010 12:00:00 AM,Taxi,163044,0.00
05/01/2010 12:00:00 AM,Charter,9428,31112.40
05/01/2010 12:00:00 AM,Commercial Other,44,121.00
05/01/2010 12:00:00 AM,Compliant Parking,26577,77073.30
05/01/2010 12:00:00 AM,Consolidated Hotel,16684,50886.20
05/01/2010 12:00:00 AM,Courtesy Shuttle,22402,0.00
05/01/2010 12:00:00 AM,Crew Shuttle,7242,0.00
05/01/2010 12:00:00 AM,Door to Door On Demand,10191,28025.25
05/01/2010 12:00:00 AM,Door to Door Pre-arranged,2805,8555.25
05/01/2010 12:00:00 AM,Door to Door Red-Blue,18928,52052.00
05/01/2010 12:00:00 AM,Hotel Parking Shuttle,4967,15149.35
05/01/2010 12:00:00 AM,Limousine,46803,166150.65
05/01/2010 12:00:00 AM,NonConsolidated Hotel,179,1637.85
05/01/2010 12:00:00 AM,Scheduled,4973,13178.45
05/01/2010 12:00:00 AM,Taxi,176701,0.00
06/01/2010 12:00:00 AM,Charter,8685,28660.50
06/01/2010 12:00:00 AM,Commercial Other,70,192.50
06/01/2010 12:00:00 AM,Compliant Parking,25318,73422.20
06/01/2010 12:00:00 AM,Consolidated Hotel,17263,52652.15
06/01/2010 12:00:00 AM,Courtesy Shuttle,21903,0.00
06/01/2010 12:00:00 AM,Crew Shuttle,7504,0.00
06/01/2010 12:00:00 AM,Door to Door On Demand,10490,28847.50
06/01/2010 12:00:00 AM,Door to Door Pre-arranged,3160,9638.00
06/01/2010 12:00:00 AM,Door to Door Red-Blue,19922,54785.50
06/01/2010 12:00:00 AM,Hotel Parking Shuttle,,
06/01/2010 12:00:00 AM,Hotel Parking Shuttle,4895,14929.75
06/01/2010 12:00:00 AM,Limousine,47127,167300.85
06/01/2010 12:00:00 AM,NonConsolidated Hotel,158,1445.70
06/01/2010 12:00:00 AM,Scheduled,4711,12484.15
06/01/2010 12:00:00 AM,Taxi,177241,0.00
07/01/2010 12:00:00 AM,Charter,10215,31155.75
07/01/2010 12:00:00 AM,Commercial Other,87,261.00
07/01/2010 12:00:00 AM,Compliant Parking,26215,73402.00
07/01/2010 12:00:00 AM,Consolidated Hotel,16201,44552.75
07/01/2010 12:00:00 AM,Courtesy Shuttle,23018,0.00
07/01/2010 12:00:00 AM,Crew Shuttle,7289,0.00
07/01/2010 12:00:00 AM,Door to Door On Demand,10663,30922.70
07/01/2010 12:00:00 AM,Door to Door Pre-arranged,2762,8424.10
07/01/2010 12:00:00 AM,Door to Door Red-Blue,19974,57924.60
07/01/2010 12:00:00 AM,Hotel Parking Shuttle,,
07/01/2010 12:00:00 AM,Hotel Parking Shuttle,4944,13596.00
07/01/2010 12:00:00 AM,Limousine,44040,160761.50
07/01/2010 12:00:00 AM,Long Distance Charter,1,3.05
07/01/2010 12:00:00 AM,NonConsolidated Hotel,225,1856.25
07/01/2010 12:00:00 AM,Scheduled,3982,11149.60
07/01/2010 12:00:00 AM,Taxi,182935,0.00
08/01/2010 12:00:00 AM,Charter,8694,26516.70
08/01/2010 12:00:00 AM,Commercial Other,81,243.00
08/01/2010 12:00:00 AM,Compliant Parking,26306,73656.80
08/01/2010 12:00:00 AM,Consolidated Hotel,16561,45542.75
08/01/2010 12:00:00 AM,Courtesy Shuttle,23341,0.00
08/01/2010 12:00:00 AM,Crew Shuttle,6323,0.00
08/01/2010 12:00:00 AM,Door to Door On Demand,10458,30328.20
08/01/2010 12:00:00 AM,Door to Door Pre-arranged,2179,6645.95
08/01/2010 12:00:00 AM,Door to Door Red-Blue,20997,60891.30
08/01/2010 12:00:00 AM,Hotel Parking Shuttle,5063,13923.25
08/01/2010 12:00:00 AM,Limousine,37432,136626.80
08/01/2010 12:00:00 AM,NonConsolidated Hotel,194,1600.50
08/01/2010 12:00:00 AM,Scheduled,4597,12871.60
08/01/2010 12:00:00 AM,Taxi,167817,0.00
09/01/2010 12:00:00 AM,Charter,6382,19465.10
09/01/2010 12:00:00 AM,Commercial Other,98,294.00
09/01/2010 12:00:00 AM,Compliant Parking,25147,70411.60
09/01/2010 12:00:00 AM,Consolidated Hotel,15306,42091.50
09/01/2010 12:00:00 AM,Courtesy Shuttle,21116,0.00
09/01/2010 12:00:00 AM,Crew Shuttle,5799,0.00
09/01/2010 12:00:00 AM,Door to Door On Demand,9953,28863.70
09/01/2010 12:00:00 AM,Door to Door Pre-arranged,1861,5676.05
09/01/2010 12:00:00 AM,Door to Door Red-Blue,19968,57907.20
09/01/2010 12:00:00 AM,Hotel Parking Shuttle,6418,17649.50
09/01/2010 12:00:00 AM,Limousine,38862,141846.30
09/01/2010 12:00:00 AM,Long Distance Charter,1,3.05
09/01/2010 12:00:00 AM,NonConsolidated Hotel,197,1625.25
09/01/2010 12:00:00 AM,Scheduled,4546,12728.80
09/01/2010 12:00:00 AM,Taxi,174496,0.00
10/01/2010 12:00:00 AM,Charter,7490,22844.50
10/01/2010 12:00:00 AM,Commercial Other,199,597.00
10/01/2010 12:00:00 AM,Compliant Parking,27295,76426.00
10/01/2010 12:00:00 AM,Consolidated Hotel,17355,47726.25
10/01/2010 12:00:00 AM,Courtesy Shuttle,21668,0.00
10/01/2010 12:00:00 AM,Crew Shuttle,6043,0.00
10/01/2010 12:00:00 AM,Door to Door On Demand,10553,30603.70
10/01/2010 12:00:00 AM,Door to Door Pre-arranged,2022,6167.10
10/01/2010 12:00:00 AM,Door to Door Red-Blue,21914,63550.60
10/01/2010 12:00:00 AM,Hotel Parking Shuttle,7208,19822.00
10/01/2010 12:00:00 AM,Limousine,47132,172031.80
10/01/2010 12:00:00 AM,Long Distance Charter,2,6.10
10/01/2010 12:00:00 AM,NonConsolidated Hotel,257,2120.25
10/01/2010 12:00:00 AM,Scheduled,5373,15044.40
10/01/2010 12:00:00 AM,Taxi,193436,0.00
11/01/2010 12:00:00 AM,Charter,6650,20282.50
11/01/2010 12:00:00 AM,Commercial Other,124,372.00
11/01/2010 12:00:00 AM,Compliant Parking,24477,68535.60
11/01/2010 12:00:00 AM,Consolidated Hotel,14029,38579.75
11/01/2010 12:00:00 AM,Courtesy Shuttle,20982,0.00
11/01/2010 12:00:00 AM,Crew Shuttle,5825,0.00
11/01/2010 12:00:00 AM,Door to Door On Demand,9063,26282.70
11/01/2010 12:00:00 AM,Door to Door Pre-arranged,1642,5008.10
11/01/2010 12:00:00 AM,Door to Door Red-Blue,17849,51762.10
11/01/2010 12:00:00 AM,Hotel Parking Shuttle,5639,15507.25
11/01/2010 12:00:00 AM,Limousine,39114,142766.10
11/01/2010 12:00:00 AM,NonConsolidated Hotel,128,1056.00
11/01/2010 12:00:00 AM,Scheduled,4648,13014.40
11/01/2010 12:00:00 AM,Taxi,172972,0.00
12/01/2010 12:00:00 AM,Charter,6253,19071.65
12/01/2010 12:00:00 AM,Commercial Other,99,297.00
12/01/2010 12:00:00 AM,Compliant Parking,25810,72268.00
12/01/2010 12:00:00 AM,Consolidated Hotel,14753,40570.75
12/01/2010 12:00:00 AM,Courtesy Shuttle,21553,0.00
12/01/2010 12:00:00 AM,Crew Shuttle,4976,0.00
12/01/2010 12:00:00 AM,Door to Door On Demand,8764,25415.60
12/01/2010 12:00:00 AM,Door to Door Pre-arranged,1898,5788.90
12/01/2010 12:00:00 AM,Door to Door Red-Blue,17444,50587.60
12/01/2010 12:00:00 AM,Hotel Parking Shuttle,5427,14924.25
12/01/2010 12:00:00 AM,Limousine,33861,123592.65
12/01/2010 12:00:00 AM,Long Distance Charter,1,3.05
12/01/2010 12:00:00 AM,NonConsolidated Hotel,147,1212.75
12/01/2010 12:00:00 AM,Scheduled,4708,13182.40
12/01/2010 12:00:00 AM,Taxi,155230,0.00
01/01/2011 12:00:00 AM,Charter,4591,14002.55
01/01/2011 12:00:00 AM,Commercial Other,106,318.00
01/01/2011 12:00:00 AM,Compliant Parking,25170,70476.00
01/01/2011 12:00:00 AM,Consolidated Hotel,15384,42306.00
01/01/2011 12:00:00 AM,Courtesy Shuttle,21165,0.00
01/01/2011 12:00:00 AM,Crew Shuttle,4959,0.00
01/01/2011 12:00:00 AM,Door to Door On Demand,8872,25728.80
01/01/2011 12:00:00 AM,Door to Door Pre-arranged,1476,4501.80
01/01/2011 12:00:00 AM,Door to Door Red-Blue,16773,48641.70
01/01/2011 12:00:00 AM,Hotel Parking Shuttle,5574,15328.50
01/01/2011 12:00:00 AM,Limousine,35094,128093.10
01/01/2011 12:00:00 AM,NonConsolidated Hotel,145,1196.25
01/01/2011 12:00:00 AM,Scheduled,4134,11575.20
01/01/2011 12:00:00 AM,Taxi,171895,0.00
02/01/2011 12:00:00 AM,Charter,4508,13749.40
02/01/2011 12:00:00 AM,Commercial Other,81,243.00
02/01/2011 12:00:00 AM,Compliant Parking,23397,65511.60
02/01/2011 12:00:00 AM,Consolidated Hotel,12123,33338.25
02/01/2011 12:00:00 AM,Courtesy Shuttle,18644,0.00
02/01/2011 12:00:00 AM,Crew Shuttle,4352,0.00
02/01/2011 12:00:00 AM,Door to Door On Demand,7737,22437.30
02/01/2011 12:00:00 AM,Door to Door Pre-arranged,1383,4218.15
02/01/2011 12:00:00 AM,Door to Door Red-Blue,14449,41902.10
02/01/2011 12:00:00 AM,Hotel Parking Shuttle,7624,20966.00
02/01/2011 12:00:00 AM,Limousine,35317,128907.05
02/01/2011 12:00:00 AM,Long Distance Charter,,
02/01/2011 12:00:00 AM,NonConsolidated Hotel,126,1039.50
02/01/2011 12:00:00 AM,Scheduled,4294,12023.20
02/01/2011 12:00:00 AM,Taxi,163525,0.00
03/01/2011 12:00:00 AM,Charter,4850,14798.50
03/01/2011 12:00:00 AM,Commercial Other,118,354.00
03/01/2011 12:00:00 AM,Compliant Parking,26594,74463.20
03/01/2011 12:00:00 AM,Consolidated Hotel,12400,34100.00
03/01/2011 12:00:00 AM,Courtesy Shuttle,20736,0.00
03/01/2011 12:00:00 AM,Crew Shuttle,4660,0.00
03/01/2011 12:00:00 AM,Door to Door On Demand,9111,26421.90
03/01/2011 12:00:00 AM,Door to Door Pre-arranged,1642,5008.10
03/01/2011 12:00:00 AM,Door to Door Red-Blue,18025,52272.50
03/01/2011 12:00:00 AM,Hotel Parking Shuttle,9990,27472.50
03/01/2011 12:00:00 AM,Limousine,41270,150635.50
03/01/2011 12:00:00 AM,Long Distance Charter,,
03/01/2011 12:00:00 AM,NonConsolidated Hotel,165,1361.25
03/01/2011 12:00:00 AM,Scheduled,4705,13174.00
03/01/2011 12:00:00 AM,Taxi,186460,0.00
04/01/2011 12:00:00 AM,Charter,5406,16497.90
04/01/2011 12:00:00 AM,Commercial Other,115,345.00
04/01/2011 12:00:00 AM,Compliant Parking,26062,72973.60
04/01/2011 12:00:00 AM,Consolidated Hotel,12057,33156.75
04/01/2011 12:00:00 AM,Courtesy Shuttle,20438,0.00
04/01/2011 12:00:00 AM,Crew Shuttle,4206,0.00
04/01/2011 12:00:00 AM,Door to Door On Demand,8544,24777.60
04/01/2011 12:00:00 AM,Door to Door Pre-arranged,1712,5221.60
04/01/2011 12:00:00 AM,Door to Door Red-Blue,18414,53400.60
04/01/2011 12:00:00 AM,Hotel Parking Shuttle,9553,26270.75
04/01/2011 12:00:00 AM,Limousine,40739,148697.35
04/01/2011 12:00:00 AM,Long Distance Charter,,
04/01/2011 12:00:00 AM,NonConsolidated Hotel,192,1584.00
04/01/2011 12:00:00 AM,Scheduled,4678,13098.40
04/01/2011 12:00:00 AM,Taxi,181480,0.00
05/01/2011 12:00:00 AM,Charter,7044,21495.00
05/01/2011 12:00:00 AM,Commercial Other,36,108.00
05/01/2011 12:00:00 AM,Compliant Parking,27716,77604.80
05/01/2011 12:00:00 AM,Consolidated Hotel,12687,34889.25
05/01/2011 12:00:00 AM,Courtesy Shuttle,21352,0.00
05/01/2011 12:00:00 AM,Crew Shuttle,3843,0.00
05/01/2011 12:00:00 AM,Door to Door On Demand,9139,26503.10
05/01/2011 12:00:00 AM,Door to Door Pre-arranged,1976,6026.80
05/01/2011 12:00:00 AM,Door to Door Red-Blue,20711,60061.90
05/01/2011 12:00:00 AM,Hotel Parking Shuttle,9959,27387.25
05/01/2011 12:00:00 AM,Limousine,47735,174232.75
05/01/2011 12:00:00 AM,NonConsolidated Hotel,174,1435.50
05/01/2011 12:00:00 AM,Scheduled,4673,13084.40
05/01/2011 12:00:00 AM,Taxi,168798,0.00
06/01/2011 12:00:00 AM,Charter,7367,22473.55
06/01/2011 12:00:00 AM,Commercial Other,74,222.00
06/01/2011 12:00:00 AM,Compliant Parking,26765,74942.00
06/01/2011 12:00:00 AM,Consolidated Hotel,12565,34553.75
06/01/2011 12:00:00 AM,Courtesy Shuttle,20116,0.00
06/01/2011 12:00:00 AM,Crew Shuttle,3998,0.00
06/01/2011 12:00:00 AM,Door to Door On Demand,9106,26407.40
06/01/2011 12:00:00 AM,Door to Door Pre-arranged,2155,6572.75
06/01/2011 12:00:00 AM,Door to Door Red-Blue,20645,59870.50
06/01/2011 12:00:00 AM,Hotel Parking Shuttle,10163,27948.25
06/01/2011 12:00:00 AM,Limousine,46651,170276.15
06/01/2011 12:00:00 AM,NonConsolidated Hotel,203,1674.75
06/01/2011 12:00:00 AM,Scheduled,4644,13003.20
06/01/2011 12:00:00 AM,Taxi,129565,0.00
07/01/2011 12:00:00 AM,Charter,7224,22040.40
07/01/2011 12:00:00 AM,Commercial Other,82,246.00
07/01/2011 12:00:00 AM,Compliant Parking,25783,72192.40
07/01/2011 12:00:00 AM,Consolidated Hotel,12971,35670.25
07/01/2011 12:00:00 AM,Courtesy Shuttle,21205,0.00
07/01/2011 12:00:00 AM,Crew Shuttle,4160,0.00
07/01/2011 12:00:00 AM,Door to Door On Demand,9460,27434.00
07/01/2011 12:00:00 AM,Door to Door Pre-arranged,2040,6222.00
07/01/2011 12:00:00 AM,Door to Door Red-Blue,20845,60450.50
07/01/2011 12:00:00 AM,Hotel Parking Shuttle,10497,28866.75
07/01/2011 12:00:00 AM,Limousine,43159,157530.35
07/01/2011 12:00:00 AM,NonConsolidated Hotel,195,1608.75
07/01/2011 12:00:00 AM,Scheduled,4686,13120.80
07/01/2011 12:00:00 AM,Taxi,93014,0.00
08/01/2011 12:00:00 AM,Charter,6039,18423.15
08/01/2011 12:00:00 AM,Commercial Other,34,102.00
08/01/2011 12:00:00 AM,Compliant Parking,22122,61941.60
08/01/2011 12:00:00 AM,Consolidated Hotel,13827,38024.25
08/01/2011 12:00:00 AM,Courtesy Shuttle,20875,0.00
08/01/2011 12:00:00 AM,Crew Shuttle,3982,0.00
08/01/2011 12:00:00 AM,Door to Door On Demand,8820,25578.00
08/01/2011 12:00:00 AM,Door to Door Pre-arranged,2061,6286.05
08/01/2011 12:00:00 AM,Door to Door Red-Blue,21238,61590.20
08/01/2011 12:00:00 AM,Hotel Parking Shuttle,11142,30640.50
08/01/2011 12:00:00 AM,Limousine,43767,159749.55
08/01/2011 12:00:00 AM,NonConsolidated Hotel,233,1922.25
08/01/2011 12:00:00 AM,Scheduled,4646,13008.80
08/01/2011 12:00:00 AM,Taxi,56022,0.00
09/01/2011 12:00:00 AM,Charter,5712,17430.60
09/01/2011 12:00:00 AM,Commercial Other,50,150.00
09/01/2011 12:00:00 AM,Compliant Parking,20814,58279.20
09/01/2011 12:00:00 AM,Consolidated Hotel,14417,39646.75
09/01/2011 12:00:00 AM,Courtesy Shuttle,20629,0.00
09/01/2011 12:00:00 AM,Crew Shuttle,3527,0.00
09/01/2011 12:00:00 AM,Door to Door On Demand,8281,24014.90
09/01/2011 12:00:00 AM,Door to Door Pre-arranged,1915,5840.75
09/01/2011 12:00:00 AM,Door to Door Red-Blue,20883,60560.70
